Date;Beg;High;Low;End;Volume;Market Cap;Nada1;Nada2;Nada3;Nada4;Fecha
Oct 20, 2017;0,566626;0,579606;0,540684;0,540684;6,150,650;235,831,000;Oct;10;20;2017;20/10/2017
Oct 19, 2017;0,545624;0,59005;0,544242;0,566708;8,084,770;225,606,000;Oct;10;19;2017;19/10/2017
Oct 18, 2017;0,554269;0,560554;0,514188;0,546006;7,320,330;228,420,000;Oct;10;18;2017;18/10/2017
Oct 17, 2017;0,562389;0,564163;0,544123;0,552144;6,374,050;230,284,000;Oct;10;17;2017;17/10/2017
Oct 16, 2017;0,571853;0,581349;0,561856;0,561856;6,005,900;232,974,000;Oct;10;16;2017;16/10/2017
Oct 15, 2017;0,58344;0,586516;0,563429;0,571914;6,573,060;236,824,000;Oct;10;15;2017;15/10/2017
Oct 14, 2017;0,584829;0,618572;0,578119;0,582836;6,436,220;235,451,000;Oct;10;14;2017;14/10/2017
Oct 13, 2017;0,591619;0,614803;0,56772;0,58397;8,587,370;237,037,000;Oct;10;13;2017;13/10/2017
Oct 12, 2017;0,610294;0,632223;0,584208;0,591723;8,681,880;243,333,000;Oct;10;12;2017;12/10/2017
Oct 11, 2017;0,556461;0,626727;0,552679;0,610223;8,705,650;220,811,000;Oct;10;11;2017;11/10/2017
Oct 10, 2017;0,557554;0,575712;0,548996;0,555214;7,701,180;220,246,000;Oct;10;10;2017;10/10/2017
Oct 09, 2017;0,603543;0,60398;0,547139;0,557142;6,657,950;237,202,000;Oct;10;09;2017;09/10/2017
Oct 08, 2017;0,587396;0,605634;0,577351;0,604501;5,854,700;229,724,000;Oct;10;08;2017;08/10/2017
Oct 07, 2017;0,599816;0,604416;0,572312;0,588553;6,250,760;233,480,000;Oct;10;07;2017;07/10/2017
Oct 06, 2017;0,606706;0,608968;0,591342;0,599844;6,785,670;234,980,000;Oct;10;06;2017;06/10/2017
Oct 05, 2017;0,599336;0,620752;0,57553;0,606157;8,038,660;230,827,000;Oct;10;05;2017;05/10/2017
Oct 04, 2017;0,631988;0,634008;0,585308;0,601539;5,449,300;242,210,000;Oct;10;04;2017;04/10/2017
Oct 03, 2017;0,652812;0,668738;0,616319;0,63123;7,114,830;248,943,000;Oct;10;03;2017;03/10/2017
Oct 02, 2017;0,707986;0,714239;0,636093;0,654973;8,299,880;268,425,000;Oct;10;02;2017;02/10/2017
Oct 01, 2017;0,721765;0,725224;0,674128;0,70776;8,938,190;272,363,000;Oct;10;01;2017;01/10/2017
Sep 30, 2017;0,718682;0,752134;0,714021;0,721609;10,179,600;269,796,000;Sep;9;30;2017;30/09/2017
Sep 29, 2017;0,816964;0,835309;0,704876;0,717272;15,499,400;305,136,000;Sep;9;29;2017;29/09/2017
Sep 28, 2017;0,63294;0,816737;0,630716;0,815693;22,672,400;234,912,000;Sep;9;28;2017;28/09/2017
Sep 27, 2017;0,560208;0,636917;0,5575;0,633043;11,395,600;207,167,000;Sep;9;27;2017;27/09/2017
Sep 26, 2017;0,570981;0,584476;0,552298;0,561128;5,789,570;209,783,000;Sep;9;26;2017;26/09/2017
Sep 25, 2017;0,546514;0,574288;0,543055;0,570774;5,592,430;199,970,000;Sep;9;25;2017;25/09/2017
Sep 24, 2017;0,580243;0,582995;0,546018;0,546274;7,534,280;210,746,000;Sep;9;24;2017;24/09/2017
Sep 23, 2017;0,57079;0,594251;0,56001;0,576697;4,809,880;206,350,000;Sep;9;23;2017;23/09/2017
Sep 22, 2017;0,547718;0,579056;0,534403;0,569846;4,556,540;197,242,000;Sep;9;22;2017;22/09/2017
Sep 21, 2017;0,615818;0,615818;0,544907;0,546153;6,972,060;219,928,000;Sep;9;21;2017;21/09/2017
Sep 20, 2017;0,651858;0,654721;0,612827;0,612827;6,087,520;231,481,000;Sep;9;20;2017;20/09/2017
Sep 19, 2017;0,708194;0,708576;0,6476;0,653363;5,520,750;250,257,000;Sep;9;19;2017;19/09/2017
Sep 18, 2017;0,650438;0,706701;0,650438;0,704878;9,065,170;228,544,000;Sep;9;18;2017;18/09/2017
Sep 17, 2017;0,624291;0,667683;0,577502;0,648592;8,685,770;218,104,000;Sep;9;17;2017;17/09/2017
Sep 16, 2017;0,666501;0,685285;0,606857;0,627565;5,602,950;231,741,000;Sep;9;16;2017;16/09/2017
Sep 15, 2017;0,60337;0,683713;0,52467;0,664289;13,121,900;208,567,000;Sep;9;15;2017;15/09/2017
Sep 14, 2017;0,727394;0,754454;0,573316;0,603217;13,131,300;249,825,000;Sep;9;14;2017;14/09/2017
Sep 13, 2017;0,841224;0,841224;0,671642;0,728994;12,370,500;287,468,000;Sep;9;13;2017;13/09/2017
Sep 12, 2017;0,730094;0,853169;0,728287;0,836077;15,475,800;248,239,000;Sep;9;12;2017;12/09/2017
Sep 11, 2017;0,739553;0,752968;0,715178;0,730869;7,763,470;250,148,000;Sep;9;11;2017;11/09/2017
Sep 10, 2017;0,793394;0,811077;0,707969;0,739763;9,494,440;266,891,000;Sep;9;10;2017;10/09/2017
Sep 09, 2017;0,83378;0,834185;0,752267;0,791608;10,281,100;278,741,000;Sep;9;09;2017;09/09/2017
Sep 08, 2017;0,977746;0,977746;0,771229;0,832764;18,650,200;325,195,000;Sep;9;08;2017;08/09/2017
Sep 07, 2017;0,921946;1;0,853389;0,977272;22,912,100;304,901,000;Sep;9;07;2017;07/09/2017
Sep 06, 2017;0,891735;1,07;0,853005;0,914359;26,208,300;293,040,000;Sep;9;06;2017;06/09/2017
Sep 05, 2017;0,848252;0,918675;0,712454;0,883708;30,273,900;277,362,000;Sep;9;05;2017;05/09/2017
Sep 04, 2017;1,25;1,25;0,792624;0,850526;43,045,400;406,952,000;Sep;9;04;2017;04/09/2017
Sep 03, 2017;1,24;1,29;1,18;1,25;22,618,600;399,540,000;Sep;9;03;2017;03/09/2017
Sep 02, 2017;1,3;1,43;1,19;1,23;38,741,300;417,177,000;Sep;9;02;2017;02/09/2017
Sep 01, 2017;1,3;1,33;1,26;1,3;25,853,000;415,441,000;Sep;9;01;2017;01/09/2017
Aug 31, 2017;1,23;1,33;1,22;1,3;22,926,100;388,849,000;Aug;8;31;2017;31/08/2017
Aug 30, 2017;1,31;1,33;1,19;1,23;24,068,700;411,683,000;Aug;8;30;2017;30/08/2017
Aug 29, 2017;1,34;1,35;1,31;1,31;18,993,200;417,121,000;Aug;8;29;2017;29/08/2017
Aug 28, 2017;1,35;1,36;1,32;1,34;18,414,400;417,816,000;Aug;8;28;2017;28/08/2017
Aug 27, 2017;1,36;1,37;1,34;1,35;18,124,100;418,196,000;Aug;8;27;2017;27/08/2017
Aug 26, 2017;1,38;1,39;1,35;1,36;16,466,000;421,157,000;Aug;8;26;2017;26/08/2017
Aug 25, 2017;1,38;1,43;1,35;1,38;20,444,500;419,363,000;Aug;8;25;2017;25/08/2017
Aug 24, 2017;1,41;1,42;1,35;1,38;18,034,600;426,382,000;Aug;8;24;2017;24/08/2017
Aug 23, 2017;1,29;1,53;1,28;1,41;36,567,800;384,808,000;Aug;8;23;2017;23/08/2017
Aug 22, 2017;1,34;1,34;1,26;1,28;23,774,300;397,993,000;Aug;8;22;2017;22/08/2017
Aug 21, 2017;1,37;1,38;1,33;1,34;20,152,300;404,724,000;Aug;8;21;2017;21/08/2017
Aug 20, 2017;1,4;1,42;1,36;1,37;15,673,200;412,029,000;Aug;8;20;2017;20/08/2017
Aug 19, 2017;1,42;1,44;1,32;1,4;24,769,900;414,746,000;Aug;8;19;2017;19/08/2017
Aug 18, 2017;1,54;1,54;1,4;1,42;26,841,700;445,570,000;Aug;8;18;2017;18/08/2017
Aug 17, 2017;1,6;1,61;1,52;1,55;25,713,300;459,650,000;Aug;8;17;2017;17/08/2017
Aug 16, 2017;1,64;1,64;1,59;1,6;24,022,000;468,739,000;Aug;8;16;2017;16/08/2017
Aug 15, 2017;1,66;1,81;1,59;1,65;58,304,700;469,853,000;Aug;8;15;2017;15/08/2017
Aug 14, 2017;1,61;1,67;1,54;1,66;39,205,300;453,328,000;Aug;8;14;2017;14/08/2017
Aug 13, 2017;1,67;1,68;1,58;1,62;40,514,200;465,780,000;Aug;8;13;2017;13/08/2017
Aug 12, 2017;1,79;1,82;1,66;1,67;38,131,800;495,957,000;Aug;8;12;2017;12/08/2017
Aug 11, 2017;1,83;1,87;1,77;1,79;49,178,400;504,138,000;Aug;8;11;2017;11/08/2017
Aug 10, 2017;1,83;1,89;1,83;1,83;43,519,300;501,169,000;Aug;8;10;2017;10/08/2017
Aug 09, 2017;1,88;1,95;1,81;1,83;36,813,700;510,157,000;Aug;8;09;2017;09/08/2017
Aug 08, 2017;1,81;2,04;1,79;1,88;76,270,800;487,777,000;Aug;8;08;2017;08/08/2017
Aug 07, 2017;1,73;1,83;1,71;1,81;46,022,400;462,733,000;Aug;8;07;2017;07/08/2017
Aug 06, 2017;1,9;1,9;1,72;1,74;38,436,700;501,778,000;Aug;8;06;2017;06/08/2017
Aug 05, 2017;1,8;1,98;1,76;1,91;52,324,800;471,268,000;Aug;8;05;2017;05/08/2017
Aug 04, 2017;1,8;1,85;1,8;1,81;34,183,300;467,884,000;Aug;8;04;2017;04/08/2017
Aug 03, 2017;1,78;1,81;1,75;1,8;25,878,000;457,634,000;Aug;8;03;2017;03/08/2017
Aug 02, 2017;1,78;1,82;1,76;1,78;28,880,800;455,223,000;Aug;8;02;2017;02/08/2017
Aug 01, 2017;1,75;1,81;1,68;1,78;39,175,500;442,971,000;Aug;8;01;2017;01/08/2017
Jul 31, 2017;1,77;1,79;1,71;1,74;29,657,700;446,574,000;Jul;7;31;2017;31/07/2017
Jul 30, 2017;1,83;1,84;1,71;1,78;27,580,200;455,967,000;Jul;7;30;2017;30/07/2017
Jul 29, 2017;1,83;1,84;1,66;1,83;44,021,100;452,704,000;Jul;7;29;2017;29/07/2017
Jul 28, 2017;1,96;2,01;1,85;1,85;64,730,400;481,392,000;Jul;7;28;2017;28/07/2017
Jul 27, 2017;1,75;1,98;1,73;1,95;69,371,700;425,312,000;Jul;7;27;2017;27/07/2017
Jul 26, 2017;1,64;1,74;1,47;1,74;48,693,200;396,121,000;Jul;7;26;2017;26/07/2017
Jul 25, 2017;1,88;1,89;1,55;1,65;42,547,000;448,823,000;Jul;7;25;2017;25/07/2017
Jul 24, 2017;1,88;1,95;1,82;1,87;36,585,400;445,118,000;Jul;7;24;2017;24/07/2017
Jul 23, 2017;1,96;2,14;1,74;1,87;60,205,000;459,832,000;Jul;7;23;2017;23/07/2017
Jul 22, 2017;1,82;2;1,81;1,96;41,809,000;421,938,000;Jul;7;22;2017;22/07/2017
Jul 21, 2017;1,76;2,02;1,73;1,82;58,164,900;404,351,000;Jul;7;21;2017;21/07/2017
Jul 20, 2017;1,57;1,76;1,57;1,74;45,949,800;357,758,000;Jul;7;20;2017;20/07/2017
Jul 19, 2017;1,7;1,79;1,54;1,56;55,057,600;384,563,000;Jul;7;19;2017;19/07/2017
Jul 18, 2017;1,54;1,75;1,48;1,7;58,108,000;345,694,000;Jul;7;18;2017;18/07/2017
Jul 17, 2017;1,25;1,57;1,25;1,54;62,295,100;278,755,000;Jul;7;17;2017;17/07/2017
Jul 16, 2017;1,29;1,35;1,19;1,25;30,802,800;284,276,000;Jul;7;16;2017;16/07/2017
Jul 15, 2017;1,55;1,55;1,3;1,3;34,208,800;339,219,000;Jul;7;15;2017;15/07/2017
Jul 14, 2017;1,73;1,77;1,54;1,55;41,025,200;371,675,000;Jul;7;14;2017;14/07/2017
Jul 13, 2017;2,08;2,13;1,71;1,74;51,203,900;443,420,000;Jul;7;13;2017;13/07/2017
Jul 12, 2017;1,64;2,09;1,54;2,07;104,621,000;346,085,000;Jul;7;12;2017;12/07/2017
Jul 11, 2017;1,79;1,82;1,42;1,66;111,023,000;372,111,000;Jul;7;11;2017;11/07/2017
Jul 10, 2017;2,25;2,39;1,72;1,83;79,608,800;464,611,000;Jul;7;10;2017;10/07/2017
Jul 09, 2017;2,6;2,69;2,19;2,29;87,525,100;491,957,000;Jul;7;09;2017;09/07/2017
Jul 08, 2017;2,82;2,9;2,09;2,59;151,162,000;485,188,000;Jul;7;08;2017;08/07/2017
Jul 07, 2017;3,35;3,35;2,71;2,8;96,596,500;566,644,000;Jul;7;07;2017;07/07/2017
Jul 06, 2017;3,01;3,87;3,01;3,36;177,463,000;502,465,000;Jul;7;06;2017;06/07/2017
Jul 05, 2017;3,36;3,52;2,73;3;124,339,000;547,544,000;Jul;7;05;2017;05/07/2017
Jul 04, 2017;4,1;4,19;2,93;3,37;218,559,000;656,753,000;Jul;7;04;2017;04/07/2017
